,Model,Dataset,AUROC,Accuracy,Train time,Inference time,Trainable params,Shuffling
43,meanMLP,BSNIP X FBIRN,0.791225165562914,0.684887459807074,0.11362957954406738,3.3207644986953e-05,9282,None
44,meanMLP,BSNIP X FBIRN,0.8279801324503311,0.7009646302250804,0.11047959327697754,3.488500785214341e-05,9282,None
45,meanMLP,BSNIP X FBIRN,0.8353890728476823,0.729903536977492,0.12786149978637695,3.3434564277673455e-05,9282,None
46,meanMLP,BSNIP X FBIRN,0.7931291390728477,0.7009646302250804,0.12625432014465332,3.437750592492401e-05,9282,None
47,meanMLP,BSNIP X FBIRN,0.7846854304635761,0.6752411575562701,0.12534785270690918,3.564856060064874e-05,9282,None
48,meanMLP,BSNIP X FBIRN,0.8032698675496689,0.6945337620578779,0.11138558387756348,3.852414931515022e-05,9282,None
49,meanMLP,BSNIP X FBIRN,0.8008278145695366,0.6945337620578779,0.21242189407348633,3.369598143353723e-05,9282,None
0,meanMLP,COBRE X FBIRN,0.7932119205298014,0.7106109324758842,0.12085437774658205,3.240959437330436e-05,9282.0,None
1,meanMLP,COBRE X FBIRN,0.786341059602649,0.6752411575562701,0.11235642433166504,3.149961735274631e-05,9282.0,None
2,meanMLP,COBRE X FBIRN,0.7694536423841059,0.6463022508038585,0.10878992080688477,3.181239799671234e-05,9282.0,None
3,meanMLP,COBRE X FBIRN,0.7869205298013245,0.6784565916398714,0.10686707496643066,3.368064904902909e-05,9282.0,None
4,meanMLP,COBRE X FBIRN,0.8003311258278145,0.7041800643086816,0.10410189628601074,3.132789464625515e-05,9282.0,None
5,meanMLP,COBRE X FBIRN,0.7971440397350993,0.6881028938906752,0.1146395206451416,3.710743698659817e-05,9282.0,None
6,meanMLP,COBRE X FBIRN,0.7751241721854304,0.6237942122186495,0.11748814582824708,3.259358298740203e-05,9282.0,None
7,meanMLP,COBRE X FBIRN,0.8088162251655628,0.7266881028938906,0.11365962028503418,3.564089440839467e-05,9282.0,None
8,meanMLP,COBRE X FBIRN,0.7646937086092715,0.5434083601286174,0.1082448959350586,3.494403753249975e-05,9282.0,None
9,meanMLP,COBRE X FBIRN,0.7971440397350994,0.7202572347266881,0.10740065574645996,3.8830797005313e-05,9282.0,None
10,meanMLP,COBRE X FBIRN,0.8028973509933776,0.7427652733118971,0.11775565147399902,3.235669764675128e-05,9282.0,None
11,meanMLP,COBRE X FBIRN,0.8174668874172186,0.7459807073954984,0.10757970809936523,3.355645673451316e-05,9282.0,None
12,meanMLP,COBRE X FBIRN,0.8310016556291391,0.7620578778135049,0.1406559944152832,3.382247360572938e-05,9282.0,None
13,meanMLP,COBRE X FBIRN,0.8102235099337748,0.7459807073954984,1.006967306137085,3.651254046768237e-05,9282.0,None
14,meanMLP,COBRE X FBIRN,0.8117135761589404,0.729903536977492,0.11323833465576172,3.7161100332376656e-05,9282.0,None
15,meanMLP,COBRE X FBIRN,0.8302152317880794,0.7331189710610932,0.10617423057556152,3.4977768778417656e-05,9282.0,None
